product_id,product_name,product_type,price
P31963,Video Games,Electronics and Technology,38.07
P30168,Can Of Beans,Grocery,17.28
P58345,Box Of Tissues,Grocery,17.28
P55299,Bow Tie,Apparel,17.28
P22797,Tweezers,Accessories,5.74
P22692,Package Of Crisp And Crunchy Edibles,Grocery,17.28
P35277,Whistle,Accessories,5.74
P27881,Pencil,Stationary and School Supplies,5.74
P46469,Shirt With Collar,Apparel,17.28
P22136,Martini Glass,Kitchenware,17.28
P59722,Needle,Accessories,5.74
P44493,Soap,Health and Hygiene,6.11
P36555,Can Of Whipped Cream,Grocery,17.28
P00957,Bag,Apparel,17.28
P10973,Spool Of Thread,Accessories,5.74
P05697,Comic Book,Toys and Entertainment,38.07
P06160,Toy Robot,Toys and Entertainment,38.07
P49144,Canteen Spoon,Kitchenware,17.28
P38223,Safety Pin,Accessories,5.74
P30561,Brush,Accessories,5.74
P09482,Bottle Of Perfume,Accessories,5.74
P08480,Novel,Toys and Entertainment,38.07
P30159,Flyswatter,Accessories,5.74
P38056,Toy Car,Toys and Entertainment,38.07
P46943,Dagger,Accessories,5.74
P04083,Laptop,Electronics and Technology,38.07
P38639,Pepper Shaker,Kitchenware,17.28
P09159,Pocketknife,Accessories,5.74
P62849,Painting,Furniture,38.07
P38278,Boom Box,Electronics and Technology,38.07
P34832,Whale Toy,Toys and Entertainment,38.07
P25172,Wedding Ring,Jewelry,25.46
P35012,Paintbrush,Tools,17.28
P13499,Bottle,Grocery,17.28
P46172,Floor,Furniture,38.07
P21143,Fish Ball,Grocery,17.28
P55210,Bottle Of Syrup,Grocery,17.28
P59580,Statuette,Furniture,38.07
P42908,Plush Cat,Toys and Entertainment,38.07
P64538,Ceiling Lights,Furniture,38.07
P19537,Shovel,Tools,17.28
P23233,Light Stick,Tools,17.28
P49928,Sticky Note,Stationary and School Supplies,5.74
P44541,Crocs,Apparel,17.28
P19785,Spoon,Kitchenware,17.28
P39268,Couch,Furniture,38.07
P57940,Duvet,Furniture,38.07
P03084,Spring,Tools,17.28
P23444,Tool Box,Tools,17.28
P14726,Bandana,Accessories,5.74
P54103,Clothes Pin,Accessories,5.74
P51428,Lace,Accessories,5.74
P56800,Big Notebook,Stationary and School Supplies,5.74
P35292,Wireless Control,Electronics and Technology,38.07
P03714,Mp3 Player,Electronics and Technology,38.07
P28785,Harry Potter,Toys and Entertainment,38.07
P22100,Outlet,Electronics and Technology,38.07
P19963,Squid,Grocery,17.28
P43278,Candle,Accessories,5.74
P33489,Saw,Tools,17.28
P35567,Sun Glasses,Accessories,5.74
P23730,Computer,Electronics and Technology,38.07
P06454,Apple,Grocery,17.28
P64561,Pair Of Knitting Needles,Accessories,5.74
P55151,Belt,Apparel,17.28
P04584,Butter Knife,Kitchenware,17.28
P39805,Lamp Shade,Furniture,38.07
P07101,Toilet Paper Tube,Health and Hygiene,6.11
P54530,Water Jug,Grocery,17.28
P47328,Blouse,Apparel,17.28
P49110,Refrigerator Magnet,Accessories,5.74
P50249,Bottle Of Pills,Health and Hygiene,6.11
P22698,Bananas,Grocery,17.28
P17470,Matchbook,Accessories,5.74
P39300,Roll Of Duct Tape,Tools,17.28
P44480,Chain,Tools,17.28
P43899,Box Of Markers,Stationary and School Supplies,5.74
P47057,Monitor,Electronics and Technology,38.07
P14421,Socks,Apparel,17.28
P36256,Shoe Lace,Accessories,5.74
P25317,Credit Card Holder,Accessories,5.74
P29299,Grid Paper,Stationary and School Supplies,5.74
P00534,Balloon,Others,8.13
P19879,Table,Furniture,38.07
P28797,Tea Pot,Kitchenware,17.28
P37820,Letter Opener,Tools,17.28
P05591,Large Door,Furniture,38.07
P46852,Brown Shoes,Apparel,17.28
P45091,Sofa Bed,Furniture,38.07
P60417,Box Of Crayons,Stationary and School Supplies,5.74
P31477,Bottle Of Lotion,Health and Hygiene,6.11
P57905,Pine Tree,Furniture,38.07
P08116,Pair Of Safety Goggles,Tools,17.28
P64754,Place Mat,Kitchenware,17.28
P14956,Plates,Kitchenware,17.28
P63506,Mobile Phone,Electronics and Technology,38.07
P47989,Egg,Grocery,17.28
P35269,Microphone,Electronics and Technology,38.07
P57409,Hair Brush,Accessories,5.74
P00909,Domino Set,Toys and Entertainment,38.07
P16100,Buckle,Tools,17.28
P26076,Face Wash,Health and Hygiene,6.11
P11158,Clay Pot,Furniture,38.07
P29047,Twister,Toys and Entertainment,38.07
P34777,Airconditioner,Electronics and Technology,38.07
P05447,Centrum,Health and Hygiene,6.11
P33124,Beef,Grocery,17.28
P59313,Frying Pan,Kitchenware,17.28
P31846,Spatula,Kitchenware,17.28
P03309,Class Ring,Jewelry,11.81
P04239,Glass Mirror,Furniture,38.07
P49814,Air Fryer,Electronics and Technology,38.07
P26750,Chicken,Grocery,17.28
P03118,Small Knife,Kitchenware,17.28
P40638,Gold Necklace,Jewelry,21.71
P14601,Clock,Furniture,38.07
P63300,Book Of Jokes,Toys and Entertainment,38.07
P14660,Gaming Gards,Toys and Entertainment,38.07
P41821,Can Opener,Kitchenware,17.28
P49478,Small Banana,Grocery,17.28
P63936,Soccer Ball,Sports,25.95
P08782,Packet Of Seeds,Grocery,17.28
P63665,Game Cartridge,Toys and Entertainment,38.07
P12820,Milk,Grocery,17.28
P44599,Cellphone,Electronics and Technology,38.07
P59114,Marble,Toys and Entertainment,38.07
P36328,Plastic Fork,Kitchenware,17.28
P43004,Bangle Bracelet,Jewelry,20.61
P38404,Jar Of Jam,Grocery,17.28
P60735,Nail Filer,Accessories,5.74
P00744,Candy Bar,Grocery,17.28
P63613,Jigsaw Puzzle,Toys and Entertainment,38.07
P54351,Mugs,Kitchenware,17.28
P49554,Vodafone Mobile Phone,Electronics and Technology,38.07
P12877,Pillow,Furniture,38.07
P49305,Jar Of Peanut Butter,Grocery,17.28
P35048,Toy Top,Toys and Entertainment,38.07
P48019,Samsung Tablet,Electronics and Technology,38.07
P48014,Candy Cane,Grocery,17.28
P39720,Wooden Nails,Tools,17.28
P45110,Bottle Of Glue,Stationary and School Supplies,5.74
P07754,Washcloth,Accessories,5.74
P03144,Pasta Strainer,Kitchenware,17.28
P53153,Egg Timer,Kitchenware,17.28
P12916,Lemon,Grocery,17.28
P52838,Gold Belt,Apparel,17.28
P22934,Toy Soldier,Toys and Entertainment,38.07
P55159,White Shorts,Apparel,17.28
P50634,Giraffe Toy,Toys and Entertainment,38.07
P30680,Magazine,Toys and Entertainment,38.07
P58626,Chocolate Flowers,Grocery,17.28
P55771,Feather Duster,Cleaning Materials,19.1
P10334,Fish,Grocery,17.28
P16928,Toothpick,Health and Hygiene,6.11
P27634,Lighter,Tools,17.28
P59581,Baseball,Sports,19.51
P43640,Baseball Hat,Sports,18.99
P22565,Volleyball Shoes,Sports,16.32
P15728,Tennis Jersey,Sports,9.02
P13660,Video Recorder,Electronics and Technology,38.07
P31495,Smart Television,Electronics and Technology,38.07
P27721,Ice Cream Stick,Grocery,17.28
P47037,Roll Of Toilet Paper,Health and Hygiene,6.11
P40416,Ipod Charger,Electronics and Technology,38.07
P55816,Computer Chair,Furniture,38.07
P46180,Grocery Bag,Grocery,17.28
P52510,Glass Mug,Kitchenware,17.28
P42173,Kitchen Knife,Kitchenware,17.28
P04272,Large Plate,Kitchenware,17.28
P45928,Coffee Pot,Kitchenware,17.28
P50422,Eye Liner,Cosmetic,8.86
P24514,Broccoli,Grocery,17.28
P58268,Snail Shell,Grocery,17.28
P40901,Package Of Glitter,Accessories,5.74
P35603,Plush Dog,Toys and Entertainment,38.07
P04910,Radio,Electronics and Technology,38.07
P51590,Blue Pen,Stationary and School Supplies,5.74
P31809,Plush Pony,Toys and Entertainment,38.07
P62074,Multipurpose Cleaning,Cleaning Materials,21.45
P61461,Vase,Furniture,38.07
P05519,Carrot,Grocery,17.28
P31816,Rope,Accessories,5.74
P37261,Baseball Bat,Sports,18.02
P32391,Plush Rabbit,Toys and Entertainment,38.07
P32838,Laser Pointer,Electronics and Technology,38.07
P32736,Summit Drinking Water,Grocery,17.28
P20679,Dog Food,Grocery,17.28
P21603,Roll Of Masking Tape,Tools,17.28
P59575,Straw,Accessories,5.74
P63735,Bottle Of Nail Polish,Cosmetics,15.69
P49380,Washing Machine,Appliances,23.24
P21488,Wristwatch,Electronics and Technology,38.07
P08132,Nail Polish,Cosmetics,7.55
P20986,Mouse Pad,Accessories,5.74
P30600,Hard Drive,Electronics and Technology,38.07
P52201,Hand Fan,Electronics and Technology,38.07
P19599,Oslo Paper,Stationary and School Supplies,5.74
P60723,Bonesaw,Tools,17.28
P57386,Carrots,Grocery,17.28
P27609,Handheld Game System,Electronics and Technology,38.07
P48963,Red Ribbon Cake,Grocery,17.28
P14691,Plush Bear,Toys and Entertainment,38.07
P10899,Garden Spade,Tools,17.28
P15983,Desk Light,Furniture,38.07
P50257,Desk,Furniture,38.07
P02406,Bottle Of Sunscreen,Health and Hygiene,6.11
P55042,Sketch Pad,Stationary and School Supplies,5.74
P34423,Drill Press,Tools,17.28
P03457,Ball Of Yarn,Stationary and School Supplies,5.74
P16656,Soy Milk,Grocery,17.28
P07875,Wok,Kitchenware,17.28
P40818,Toy Boat,Toys and Entertainment,38.07
P05303,Squirt Gun,Toys and Entertainment,38.07
P64124,Spool Of Wire,Tools,17.28
P21614,Purse/Bag,Apparel,17.28
P43238,Can Of Chili,Grocery,17.28
P62779,Teddies,Toys and Entertainment,38.07
P41898,Football,Sports,17.84
P18259,Orange,Grocery,17.28
P14943,Cement Stone,Tools,17.28
P37389,Magnet,Tools,17.28
P28697,Rubber Cows,Toys and Entertainment,38.07
P12233,Tall Light Lamp,Furniture,38.07
P08839,Baseball Gloves,Sports,3.78
P13991,Door Knob,Furniture,38.07
P55689,Plush Octopus,Toys and Entertainment,38.07
P12174,Light Bulb,Electronics and Technology,38.07
P51902,Big Fork,Kitchenware,17.28
P00107,Mop,Cleaning Materials,16.0
P05976,Blackberry Phone,Electronics and Technology,38.07
P00518,Printer,Electronics and Technology,38.07
P11415,Plush Frog,Toys and Entertainment,38.07
P32152,Small Notebook,Stationary and School Supplies,5.74
P24798,Electronic Keyboard,Electronics and Technology,38.07
P24155,Pair Of Earrings,Jewelry,23.13
P16844,Salt Shaker,Kitchenware,17.28
P22691,Screwdriver,Tools,17.28
P26460,Flashlight,Tools,17.28
P19736,Pair Of Tongs,Kitchenware,17.28
P00961,Refrigerator,Appliances,14.67
P25652,Red Scarf,Apparel,17.28
P44526,Rolling Pin,Kitchenware,17.28
P31455,Chalk,Stationary and School Supplies,5.74
P40474,Standing Desk,Furniture,38.07
P55281,Can Of Peas,Grocery,17.28
P20348,Ice Pick,Tools,17.28
P31116,Blowdryer,Electronics and Technology,38.07
P43006,Huge Scissors,Tools,17.28
P29421,Glue Gun,Toolss,13.17
P15245,Dove Lotion,Health and Hygiene,6.11
P41448,Desk Drawer,Furniture,38.07
P58030,Bottle Of Paint,Unknown,21.26
P30941,Stockings,Apparel,17.28
P36796,Whip Cream,Grocery,17.28
P62563,Deviant Television,Electronics and Technology,38.07
P44568,Tool Basket,Tools,17.28
P60168,Colgate Tooth Paste,Health and Hygiene,6.11
P24359,Khaki Pants,Apparel,17.28
P20330,Axe,Tools,17.28
P62485,Jar Of Pickles,Grocery,17.28
P35203,Tomato,Grocery,17.28
P34682,Bowl,Kitchenware,17.28
P07137,Dehumidifier,Electronics and Technology,38.07
P29484,Rice,Grocery,17.28
P22046,Dove Deodorant,Health and Hygiene,6.11
